Search Conditions

Interferome Type	Any
Interferome SubType	Any
Treatment Concentration	Any
Treatment Time	Any
Vivo/Vitro	Any
Species	Mus musculus
System	Any
Organ	embryo
Cell	fibroblast
Cell Line	Any
Normal/Abnormal	Any
Fold Change Up	1.0
Fold Change Down	1.0
Ensembl Id List	ENSMUSG00000049658;ENSMUSG00000033444;ENSMUSG00000104713;ENSMUSG00000045983;ENSMUSG00000033565;ENSMUSG00000038780;ENSMUSG00000029761;ENSMUSG00000026896;ENSMUSG00000022280;ENSMUSG00000021870;ENSMUSG00000022016;ENSMUSG00000069893;ENSMUSG00000006740;ENSMUSG00000046785;ENSMUSG00000049323;ENSMUSG00000001870;ENSMUSG00000029174;ENSMUSG00000030447;ENSMUSG00000045482;ENSMUSG00000031103;ENSMUSG00000032560;ENSMUSG00000002052;ENSMUSG00000015243;ENSMUSG00000032253;ENSMUSG00000003660;ENSMUSG00000020256;ENSMUSG00000024548;ENSMUSG00000025241;ENSMUSG00000040537;ENSMUSG00000085438;ENSMUSG00000020817;ENSMUSG00000032187;ENSMUSG00000036053;ENSMUSG00000020189;ENSMUSG00000057230;ENSMUSG00000004568;ENSMUSG00000036698;ENSMUSG00000020532;ENSMUSG00000034311;ENSMUSG00000021171;ENSMUSG00000003435;ENSMUSG00000094483;ENSMUSG00000027422;ENSMUSG00000042410;ENSMUSG00000052727;ENSMUSG00000034297;ENSMUSG00000018501;ENSMUSG00000042487;ENSMUSG00000055320;ENSMUSG00000022231;ENSMUSG00000005871;ENSMUSG00000031393;ENSMUSG00000036879;ENSMUSG00000024104;ENSMUSG00000032777;ENSMUSG00000010277;ENSMUSG00000039000;ENSMUSG00000026604;ENSMUSG00000034485;ENSMUSG00000049550;ENSMUSG00000035623;ENSMUSG00000015597;ENSMUSG00000004798;ENSMUSG00000013076;ENSMUSG00000040549;ENSMUSG00000026553;ENSMUSG00000026469;ENSMUSG00000056427;ENSMUSG00000031284;ENSMUSG00000047735;ENSMUSG00000090112;ENSMUSG00000061436;ENSMUSG00000028268;ENSMUSG00000029505;ENSMUSG00000020706;ENSMUSG00000031647;ENSMUSG00000026305;ENSMUSG00000042446;ENSMUSG00000003226;ENSMUSG00000006678;ENSMUSG00000021500;ENSMUSG00000033009;ENSMUSG00000033799;ENSMUSG00000041133;ENSMUSG00000034088;ENSMUSG00000021782;ENSMUSG00000038773;ENSMUSG00000038039;ENSMUSG00000035248;ENSMUSG00000040463;ENSMUSG00000021279;ENSMUSG00000022021;ENSMUSG00000021686;ENSMUSG00000038172;ENSMUSG00000021036;ENSMUSG00000024054;ENSMUSG00000035152;ENSMUSG00000040296;ENSMUSG00000036550;ENSMUSG00000032411;ENSMUSG00000071659;ENSMUSG00000007682;ENSMUSG00000020721;ENSMUSG00000071054;ENSMUSG00000025060;ENSMUSG00000042207;ENSMUSG00000037234;ENSMUSG00000078684;ENSMUSG00000037487;ENSMUSG00000026181;ENSMUSG00000029772;ENSMUSG00000009575;ENSMUSG00000026482;ENSMUSG00000028991;ENSMUSG00000025453;ENSMUSG00000043535;ENSMUSG00000038679;ENSMUSG00000022801;ENSMUSG00000031960;ENSMUSG00000004677;ENSMUSG00000042426;ENSMUSG00000022191;ENSMUSG00000043279;ENSMUSG00000049502;ENSMUSG00000016018;ENSMUSG00000033964;ENSMUSG00000040022;ENSMUSG00000017119;ENSMUSG00000035726;ENSMUSG00000042390;ENSMUSG00000028207;ENSMUSG00000047248;ENSMUSG00000015501;ENSMUSG00000047747;ENSMUSG00000036097;ENSMUSG00000068036;ENSMUSG00000018401;ENSMUSG00000031592;ENSMUSG00000042644;ENSMUSG00000002455;ENSMUSG00000037416;ENSMUSG00000014496;ENSMUSG00000034636;ENSMUSG00000049553;ENSMUSG00000030516;ENSMUSG00000029992;ENSMUSG00000047412;ENSMUSG00000059263;ENSMUSG00000031715;ENSMUSG00000021366;ENSMUSG00000027652;ENSMUSG00000069793;ENSMUSG00000057406;ENSMUSG00000021140;ENSMUSG00000025907;ENSMUSG00000027668;ENSMUSG00000020859;ENSMUSG00000058655;ENSMUSG00000028228;ENSMUSG00000025487;ENSMUSG00000061665;ENSMUSG00000030016;ENSMUSG00000021843;ENSMUSG00000029578;ENSMUSG00000029238;ENSMUSG00000040423;ENSMUSG00000024937;ENSMUSG00000069729;ENSMUSG00000033420;ENSMUSG00000024120;ENSMUSG00000038872;ENSMUSG00000030738;ENSMUSG00000033487;ENSMUSG00000029502;ENSMUSG00000057133;ENSMUSG00000025860;ENSMUSG00000040481;ENSMUSG00000043909;ENSMUSG00000039967;ENSMUSG00000028053;ENSMUSG00000008575;ENSMUSG00000035476;ENSMUSG00000028556;ENSMUSG00000033769;ENSMUSG00000029729;ENSMUSG00000026490;ENSMUSG00000063286;ENSMUSG00000049076;ENSMUSG00000090942;ENSMUSG00000039202;ENSMUSG00000014329;ENSMUSG00000031540;ENSMUSG00000066036;ENSMUSG00000027288;ENSMUSG00000034377;ENSMUSG00000018974;ENSMUSG00000035569;ENSMUSG00000030583;ENSMUSG00000020075;ENSMUSG00000047126;ENSMUSG00000019978;ENSMUSG00000028149;ENSMUSG00000024795;ENSMUSG00000015002;ENSMUSG00000061136;ENSMUSG00000038759;ENSMUSG00000020716;ENSMUSG00000038766;ENSMUSG00000028613;ENSMUSG00000034621;ENSMUSG00000036499;ENSMUSG00000022641;ENSMUSG00000018199;ENSMUSG00000031386;ENSMUSG00000027770;ENSMUSG00000033066;ENSMUSG00000026384;ENSMUSG00000023845;ENSMUSG00000068284;ENSMUSG00000036104;ENSMUSG00000038943;ENSMUSG00000024290;ENSMUSG00000024991;ENSMUSG00000027665;ENSMUSG00000034480;ENSMUSG00000029461;ENSMUSG00000090100;ENSMUSG00000044791;ENSMUSG00000062127;ENSMUSG00000005417;ENSMUSG00000059495;ENSMUSG00000050244;ENSMUSG00000039959;ENSMUSG00000031314;ENSMUSG00000039126;ENSMUSG00000021669;ENSMUSG00000053774;ENSMUSG00000021188;ENSMUSG00000005886;ENSMUSG00000024070;ENSMUSG00000020790;ENSMUSG00000024294;ENSMUSG00000027630;ENSMUSG00000027312;ENSMUSG00000034021;ENSMUSG00000031529;ENSMUSG00000026491;ENSMUSG00000021068;ENSMUSG00000057637;ENSMUSG00000017485;ENSMUSG00000026083;ENSMUSG00000074305;ENSMUSG00000030465;ENSMUSG00000091549;ENSMUSG00000022390;ENSMUSG00000020900;ENSMUSG00000004317;ENSMUSG00000045328;ENSMUSG00000045962;ENSMUSG00000005198;ENSMUSG00000031093;ENSMUSG00000040407;ENSMUSG00000042323;ENSMUSG00000034243;ENSMUSG00000021823;ENSMUSG00000012443;ENSMUSG00000017774;ENSMUSG00000031600;ENSMUSG00000043733;ENSMUSG00000034158;ENSMUSG00000031545;ENSMUSG00000022799;ENSMUSG00000042331;ENSMUSG00000016477;ENSMUSG00000025220;ENSMUSG00000027189;ENSMUSG00000031004;ENSMUSG00000027087;ENSMUSG00000061755;ENSMUSG00000021270;ENSMUSG00000040565;ENSMUSG00000004535;ENSMUSG00000041058;ENSMUSG00000026790;ENSMUSG00000019943;ENSMUSG00000033788;ENSMUSG00000059149;ENSMUSG00000033228;ENSMUSG00000070639;ENSMUSG00000027365;ENSMUSG00000021614;ENSMUSG00000040852;ENSMUSG00000024127;ENSMUSG00000035173;ENSMUSG00000011831;ENSMUSG00000014355;ENSMUSG00000024789;ENSMUSG00000055024;ENSMUSG00000069892;ENSMUSG00000025326;ENSMUSG00000013033;ENSMUSG00000030259;ENSMUSG00000041298;ENSMUSG00000024853;ENSMUSG00000029250;ENSMUSG00000027799;ENSMUSG00000032216;ENSMUSG00000034560;ENSMUSG00000032393;ENSMUSG00000028312;ENSMUSG00000002496;ENSMUSG00000024079;ENSMUSG00000022961;ENSMUSG00000031207;ENSMUSG00000020387;ENSMUSG00000027784;ENSMUSG00000024998;ENSMUSG00000026657;ENSMUSG00000027254;ENSMUSG00000038116;ENSMUSG00000022206;ENSMUSG00000026219;ENSMUSG00000043183;ENSMUSG00000062203;ENSMUSG00000048271;ENSMUSG00000032244;ENSMUSG00000040648;ENSMUSG00000053877;ENSMUSG00000032340;ENSMUSG00000063894;ENSMUSG00000038095;ENSMUSG00000040351;ENSMUSG00000001089;ENSMUSG00000093378;ENSMUSG00000028883;ENSMUSG00000056342;ENSMUSG00000036202;ENSMUSG00000032998;ENSMUSG00000049354;ENSMUSG00000019841;ENSMUSG00000030662;ENSMUSG00000020640;ENSMUSG00000021244;ENSMUSG00000002546;ENSMUSG00000022710;ENSMUSG00000040339;ENSMUSG00000034252;ENSMUSG00000042557;ENSMUSG00000045932;ENSMUSG00000063550;ENSMUSG00000018474;ENSMUSG00000038279;ENSMUSG00000001440;ENSMUSG00000029202;ENSMUSG00000025982;ENSMUSG00000062151;ENSMUSG00000024241;ENSMUSG00000030180;ENSMUSG00000021709;ENSMUSG00000054404;ENSMUSG00000055204;ENSMUSG00000031010;ENSMUSG00000024493;ENSMUSG00000021690;ENSMUSG00000021767;ENSMUSG00000039148;ENSMUSG00000037815;ENSMUSG00000033396;ENSMUSG00000025266;ENSMUSG00000041444;ENSMUSG00000035441;ENSMUSG00000028465;ENSMUSG00000059921;ENSMUSG00000053510;ENSMUSG00000050310;ENSMUSG00000045868;ENSMUSG00000029657;ENSMUSG00000057530;ENSMUSG00000026812;ENSMUSG00000029787;ENSMUSG00000038084;ENSMUSG00000014550;ENSMUSG00000038774;ENSMUSG00000040225;ENSMUSG00000029191;ENSMUSG00000019951;ENSMUSG00000034751;ENSMUSG00000037652;ENSMUSG00000035877;ENSMUSG00000033237;ENSMUSG00000020580;ENSMUSG00000016487;ENSMUSG00000034290;ENSMUSG00000056537;ENSMUSG00000003847;ENSMUSG00000017291;ENSMUSG00000014426;ENSMUSG00000028890;ENSMUSG00000032481;ENSMUSG00000048612;ENSMUSG00000039298;ENSMUSG00000022443;ENSMUSG00000028514;ENSMUSG00000024483;ENSMUSG00000034422;ENSMUSG00000034593;ENSMUSG00000046311;ENSMUSG00000074994;ENSMUSG00000023932;ENSMUSG00000043241;ENSMUSG00000060657;ENSMUSG00000002028;ENSMUSG00000036792;ENSMUSG00000105366;ENSMUSG00000040054;ENSMUSG00000004085;ENSMUSG00000020594;ENSMUSG00000040785;ENSMUSG00000067336;ENSMUSG00000031502;ENSMUSG00000070738;ENSMUSG00000018849;ENSMUSG00000026924;ENSMUSG00000049470;ENSMUSG00000021699;ENSMUSG00000032410;ENSMUSG00000036591;ENSMUSG00000037486;ENSMUSG00000006676;ENSMUSG00000063663;ENSMUSG00000028530;ENSMUSG00000026740;ENSMUSG00000040720;ENSMUSG00000078606;ENSMUSG00000041852;ENSMUSG00000006005;ENSMUSG00000013415;ENSMUSG00000063870;ENSMUSG00000033991;ENSMUSG00000015133;ENSMUSG00000001151;ENSMUSG00000023852;ENSMUSG00000032064;ENSMUSG00000032220;ENSMUSG00000023026;ENSMUSG00000038002;ENSMUSG00000020176;ENSMUSG00000028309;ENSMUSG00000040711;ENSMUSG00000057335;ENSMUSG00000041168;ENSMUSG00000041530;ENSMUSG00000050812;ENSMUSG00000022246;ENSMUSG00000024943;ENSMUSG00000041341;ENSMUSG00000042302;ENSMUSG00000066306;ENSMUSG00000022146;ENSMUSG00000058624;ENSMUSG00000053477;ENSMUSG00000037533;ENSMUSG00000031229;ENSMUSG00000022867;ENSMUSG00000057738;ENSMUSG00000038538;ENSMUSG00000025757;ENSMUSG00000026872;ENSMUSG00000058230;ENSMUSG00000020807;ENSMUSG00000004099;ENSMUSG00000005893;ENSMUSG00000030138;ENSMUSG00000022141;ENSMUSG00000065954;ENSMUSG00000002748;ENSMUSG00000100725;ENSMUSG00000038024;ENSMUSG00000029516;ENSMUSG00000026615;ENSMUSG00000054280;ENSMUSG00000027035;ENSMUSG00000027326;ENSMUSG00000035941;ENSMUSG00000015305;ENSMUSG00000026436;ENSMUSG00000033306;ENSMUSG00000030660;ENSMUSG00000064061;ENSMUSG00000020914;ENSMUSG00000074746;ENSMUSG00000062901;ENSMUSG00000040253;ENSMUSG00000002881;ENSMUSG00000021318;ENSMUSG00000016664;ENSMUSG00000038708;ENSMUSG00000020305;ENSMUSG00000031015;ENSMUSG00000025246;ENSMUSG00000038729;ENSMUSG00000023944;ENSMUSG00000004891;ENSMUSG00000036712;ENSMUSG00000040325;ENSMUSG00000066232;ENSMUSG00000040850;ENSMUSG00000016918;ENSMUSG00000020361;ENSMUSG00000003316

Found a total of 447 Data

Dataset ID	Fold Change	Inteferome Type	Treatment Time	Gene Name	Description	GenBank Accession	Ensembl ID	Probe ID
369	1.1760577	II	4.0	2610507B11Rik	RIKEN cDNA 2610507B11 gene [Source:MGI Symbol;Acc:MGI:1919753]		ENSMUSG00000010277	A_52_P542794
371	1.2994363	II	4.0	2610507B11Rik	RIKEN cDNA 2610507B11 gene [Source:MGI Symbol;Acc:MGI:1919753]		ENSMUSG00000010277	A_52_P542794
288	1.3622277	I	6.0	2610507B11Rik	RIKEN cDNA 2610507B11 gene [Source:MGI Symbol;Acc:MGI:1919753]		ENSMUSG00000010277	ILMN_3014965
11	2.931791	I	5.0	9930111J21Rik1	RIKEN cDNA 9930111J21 gene 1 [Source:MGI Symbol;Acc:MGI:3041173]		ENSMUSG00000069893	100588_at
96	1.68669	I	24.0	9930111J21Rik1	RIKEN cDNA 9930111J21 gene 1 [Source:MGI Symbol;Acc:MGI:3041173]		ENSMUSG00000069893	1417189_at
289	2.5780382	I	6.0	9930111J21Rik1	RIKEN cDNA 9930111J21 gene 1 [Source:MGI Symbol;Acc:MGI:3041173]		ENSMUSG00000069893	ILMN_2621596
371	1.1632576	II	4.0	A230046K03Rik	RIKEN cDNA A230046K03 gene [Source:MGI Symbol;Acc:MGI:2441787]	BAC98079	ENSMUSG00000034560	A_52_P172405
289	1.3633324	I	6.0	A230046K03Rik	RIKEN cDNA A230046K03 gene [Source:MGI Symbol;Acc:MGI:2441787]	BAC98079	ENSMUSG00000034560	ILMN_2720820
96	-1.26718	I	24.0	Aak1	AP2 associated kinase 1 [Source:MGI Symbol;Acc:MGI:1098687]	BAC98082	ENSMUSG00000057230	1441782_at
289	-1.1375439	I	6.0	Acaca	acetyl-Coenzyme A carboxylase alpha [Source:MGI Symbol;Acc:MGI:108451]		ENSMUSG00000020532	ILMN_1258600
96	1.08198	I	24.0	Acap2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2 [Source:MGI Symbol;Acc:MGI:1925868]	AAH46455	ENSMUSG00000049076	1433561_at
289	-1.23827	I	6.0	Agpat6	1-acylglycerol-3-phosphate O-acyltransferase 6 (lysophosphatidic acid acyltransferase, zeta) [Source:MGI Symbol;Acc:MGI:2142716]	AAH31767	ENSMUSG00000031545	ILMN_1252335
288	1.0583731	I	6.0	Agps	alkylglycerone phosphate synthase [Source:MGI Symbol;Acc:MGI:2443065]	AAH63086	ENSMUSG00000042410	ILMN_1226427
289	-1.0304562	I	6.0	Agps	alkylglycerone phosphate synthase [Source:MGI Symbol;Acc:MGI:2443065]	AAH63086	ENSMUSG00000042410	ILMN_1242491
289	-1.2329806	I	6.0	Agps	alkylglycerone phosphate synthase [Source:MGI Symbol;Acc:MGI:2443065]	AAH63086	ENSMUSG00000042410	ILMN_2944765
288	-1.1218486	I	6.0	Ahctf1	AT hook containing transcription factor 1 [Source:MGI Symbol;Acc:MGI:1915033]		ENSMUSG00000026491	ILMN_2717696
289	-1.2345278	I	6.0	Ahctf1	AT hook containing transcription factor 1 [Source:MGI Symbol;Acc:MGI:1915033]		ENSMUSG00000026491	ILMN_1238029
288	-1.1286592	I	6.0	Ahcyl2	S-adenosylhomocysteine hydrolase-like 2 [Source:MGI Symbol;Acc:MGI:1921590]	AAH79660	ENSMUSG00000029772	ILMN_2828420
368	-1.2481389	II	4.0	Akap11	A kinase (PRKA) anchor protein 11 [Source:MGI Symbol;Acc:MGI:2684060]		ENSMUSG00000022016	A_52_P244964
369	-1.1290488	II	4.0	Akap11	A kinase (PRKA) anchor protein 11 [Source:MGI Symbol;Acc:MGI:2684060]		ENSMUSG00000022016	A_52_P244964
96	1.14726	I	24.0	Akap9	A kinase (PRKA) anchor protein (yotiao) 9 [Source:MGI Symbol;Acc:MGI:2178217]		ENSMUSG00000040407	1446237_at
11	2.2031515	I	5.0	Ankfy1	ankyrin repeat and FYVE domain containing 1 [Source:MGI Symbol;Acc:MGI:1337008]	BAC65761	ENSMUSG00000020790	102054_at
96	1.2863	I	24.0	Ankfy1	ankyrin repeat and FYVE domain containing 1 [Source:MGI Symbol;Acc:MGI:1337008]	BAC65761	ENSMUSG00000020790	1417685_at
288	1.83956	I	6.0	Ankfy1	ankyrin repeat and FYVE domain containing 1 [Source:MGI Symbol;Acc:MGI:1337008]	BAC65761	ENSMUSG00000020790	ILMN_2771712
289	2.2583609	I	6.0	Ankfy1	ankyrin repeat and FYVE domain containing 1 [Source:MGI Symbol;Acc:MGI:1337008]	BAC65761	ENSMUSG00000020790	ILMN_2771712
11	1.3476119	I	5.0	Ankrd17	ankyrin repeat domain 17 [Source:MGI Symbol;Acc:MGI:1932101]		ENSMUSG00000055204	104683_at
289	1.1811315	I	6.0	Ankrd17	ankyrin repeat domain 17 [Source:MGI Symbol;Acc:MGI:1932101]		ENSMUSG00000055204	ILMN_3126458
288	1.3026628	I	6.0	Antxr1	anthrax toxin receptor 1 [Source:MGI Symbol;Acc:MGI:1916788]	BAB28591	ENSMUSG00000033420	ILMN_1229643
289	1.1866664	I	6.0	Ap2b1	adaptor-related protein complex 2, beta 1 subunit [Source:MGI Symbol;Acc:MGI:1919020]	AAH46772	ENSMUSG00000035152	ILMN_1252951
289	1.0682021	I	6.0	Ap3b1	adaptor-related protein complex 3, beta 1 subunit [Source:MGI Symbol;Acc:MGI:1333879]	AAH15068	ENSMUSG00000021686	ILMN_2610861
289	1.0724443	I	6.0	Arhgap31	Rho GTPase activating protein 31 [Source:MGI Symbol;Acc:MGI:1333857]	BAC98119	ENSMUSG00000022799	ILMN_1235143
289	-1.0908184	I	6.0	Arhgap32	Rho GTPase activating protein 32 [Source:MGI Symbol;Acc:MGI:2450166]		ENSMUSG00000041444	ILMN_1225037
288	-1.2293166	I	6.0	Arhgef18	rho/rac guanine nucleotide exchange factor (GEF) 18 [Source:MGI Symbol;Acc:MGI:2142567]		ENSMUSG00000004568	ILMN_2612125
289	-1.1721843	I	6.0	Arhgef18	rho/rac guanine nucleotide exchange factor (GEF) 18 [Source:MGI Symbol;Acc:MGI:2142567]		ENSMUSG00000004568	ILMN_2612125
368	-1.1192238	II	4.0	Asb3	ankyrin repeat and SOCS box-containing 3 [Source:MGI Symbol;Acc:MGI:1929749]		ENSMUSG00000020305	A_52_P647298
368	1.3511009	II	4.0	Ascc3	activating signal cointegrator 1 complex subunit 3 [Source:MGI Symbol;Acc:MGI:1925237]	BAC35127	ENSMUSG00000038774	A_51_P421094
368	1.16474	II	4.0	Ascc3	activating signal cointegrator 1 complex subunit 3 [Source:MGI Symbol;Acc:MGI:1925237]	BAC35127	ENSMUSG00000038774	A_51_P155763
96	1.4903	I	24.0	Ascc3	activating signal cointegrator 1 complex subunit 3 [Source:MGI Symbol;Acc:MGI:1925237]	BAC35127	ENSMUSG00000038774	1457069_at
288	2.298848	I	6.0	Ascc3	activating signal cointegrator 1 complex subunit 3 [Source:MGI Symbol;Acc:MGI:1925237]	BAC35127	ENSMUSG00000038774	ILMN_1248187
289	2.981756	I	6.0	Ascc3	activating signal cointegrator 1 complex subunit 3 [Source:MGI Symbol;Acc:MGI:1925237]	BAC35127	ENSMUSG00000038774	ILMN_1248187
289	-1.0705198	I	6.0	Ash1l	ash1 (absent, small, or homeotic)-like (Drosophila) [Source:MGI Symbol;Acc:MGI:2183158]	AAH52194	ENSMUSG00000028053	ILMN_1245687
289	-1.0697125	I	6.0	Ash1l	ash1 (absent, small, or homeotic)-like (Drosophila) [Source:MGI Symbol;Acc:MGI:2183158]	AAH52194	ENSMUSG00000028053	ILMN_1243996
288	1.0589023	I	6.0	Ash1l	ash1 (absent, small, or homeotic)-like (Drosophila) [Source:MGI Symbol;Acc:MGI:2183158]	AAH52194	ENSMUSG00000028053	ILMN_2654787
289	-1.0737314	I	6.0	Ash1l	ash1 (absent, small, or homeotic)-like (Drosophila) [Source:MGI Symbol;Acc:MGI:2183158]	AAH52194	ENSMUSG00000028053	ILMN_1223056
289	1.0948735	I	6.0	Asph	aspartate-beta-hydroxylase [Source:MGI Symbol;Acc:MGI:1914186]		ENSMUSG00000028207	ILMN_2741446
288	-1.1386751	I	6.0	Atg2b	autophagy related 2B [Source:MGI Symbol;Acc:MGI:1923809]	AAH62182	ENSMUSG00000041341	ILMN_2652518
289	-1.2957938	I	6.0	Atg2b	autophagy related 2B [Source:MGI Symbol;Acc:MGI:1923809]	AAH62182	ENSMUSG00000041341	ILMN_2652518
289	-1.0297827	I	6.0	Atg2b	autophagy related 2B [Source:MGI Symbol;Acc:MGI:1923809]	AAH62182	ENSMUSG00000041341	ILMN_2416470
288	-1.1085296	I	6.0	Atp2b1	ATPase, Ca++ transporting, plasma membrane 1 [Source:MGI Symbol;Acc:MGI:104653]	AAH49262	ENSMUSG00000019943	ILMN_2878021
96	1.02607	I	24.0	Bbx	bobby sox homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1917758]	AAL68988	ENSMUSG00000022641	1428796_at
288	1.3518864	I	6.0	Bbx	bobby sox homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1917758]	AAL68988	ENSMUSG00000022641	ILMN_2669461
289	1.4911637	I	6.0	Bbx	bobby sox homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1917758]	AAL68988	ENSMUSG00000022641	ILMN_2669461
288	1.3313249	I	6.0	Bbx	bobby sox homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1917758]	AAL68988	ENSMUSG00000022641	ILMN_1222069
288	1.2880044	I	6.0	Bbx	bobby sox homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1917758]	AAL68988	ENSMUSG00000022641	ILMN_2420434
289	1.5540496	I	6.0	Bbx	bobby sox homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1917758]	AAL68988	ENSMUSG00000022641	ILMN_2420434
96	1.14629	I	24.0	BC016423	cDNA sequence BC016423 [Source:MGI Symbol;Acc:MGI:2145274]	AAB71190	ENSMUSG00000033799	1418772_at
289	1.0777113	I	6.0	Brwd3	bromodomain and WD repeat domain containing 3 [Source:MGI Symbol;Acc:MGI:3029414]		ENSMUSG00000063663	ILMN_1220624
289	1.0674084	I	6.0	C230081A13Rik	RIKEN cDNA C230081A13 gene [Source:MGI Symbol;Acc:MGI:2442366]	AAH26466	ENSMUSG00000074305	ILMN_1218366
289	-1.1888516	I	6.0	Cald1	caldesmon 1 [Source:MGI Symbol;Acc:MGI:88250]	AAH19435	ENSMUSG00000029761	ILMN_2508679
96	-1.17505	I	24.0	Cbx5	chromobox 5 [Source:MGI Symbol;Acc:MGI:109372]		ENSMUSG00000009575	1454636_at
371	1.0413487	II	4.0	Cdc42bpb	CDC42 binding protein kinase beta [Source:MGI Symbol;Acc:MGI:2136459]	AAH49921	ENSMUSG00000021279	A_52_P404363
96	-1.13971	I	24.0	Chd3	chromodomain helicase DNA binding protein 3 [Source:MGI Symbol;Acc:MGI:1344395]		ENSMUSG00000018474	1428466_at
289	-1.2472286	I	6.0	Chd3	chromodomain helicase DNA binding protein 3 [Source:MGI Symbol;Acc:MGI:1344395]		ENSMUSG00000018474	ILMN_2524861
288	-1.0702711	I	6.0	Chd4	chromodomain helicase DNA binding protein 4 [Source:MGI Symbol;Acc:MGI:1344380]		ENSMUSG00000063870	ILMN_1236358
371	-1.1831983	II	4.0	Chd6	chromodomain helicase DNA binding protein 6 [Source:MGI Symbol;Acc:MGI:1918639]		ENSMUSG00000057133	A_52_P308507
96	-1.0735	I	24.0	Chd6	chromodomain helicase DNA binding protein 6 [Source:MGI Symbol;Acc:MGI:1918639]		ENSMUSG00000057133	1431047_at
288	-1.0914232	I	6.0	Chd6	chromodomain helicase DNA binding protein 6 [Source:MGI Symbol;Acc:MGI:1918639]		ENSMUSG00000057133	ILMN_1252290
289	-1.1135387	I	6.0	Chd6	chromodomain helicase DNA binding protein 6 [Source:MGI Symbol;Acc:MGI:1918639]		ENSMUSG00000057133	ILMN_1252290
289	1.0534108	I	6.0	Clcn5	chloride channel 5 [Source:MGI Symbol;Acc:MGI:99486]		ENSMUSG00000004317	ILMN_2610928
288	-1.0727124	I	6.0	Clip1	CAP-GLY domain containing linker protein 1 [Source:MGI Symbol;Acc:MGI:1928401]	BAC26693	ENSMUSG00000049550	ILMN_2920759
96	-1.10133	I	24.0	Col4a3bp	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein [Source:MGI Symbol;Acc:MGI:1915268]	AAH16197	ENSMUSG00000021669	1452867_at
289	-1.1945202	I	6.0	Copa	coatomer protein complex subunit alpha [Source:MGI Symbol;Acc:MGI:1334462]		ENSMUSG00000026553	ILMN_2681906
